pos val
0.247285 395.497
0.247519 395.142
0.247754 394.787
0.247988 394.432
0.248222 394.078
0.248457 393.725
0.248691 393.371
0.248925 393.019
0.24916 392.666
0.249394 392.313
0.249629 391.961
0.249863 391.61
0.250097 391.258
0.250332 390.908
0.250566 390.557
0.250801 390.206
0.251035 389.856
0.251269 389.507
0.251504 389.157
0.251738 388.809
0.251973 388.461
0.252207 388.113
0.252441 387.765
0.252676 387.418
0.25291 387.07
0.253145 386.724
0.253379 386.378
0.253613 386.032
0.253848 385.686
0.254082 385.341
0.254317 384.996
0.254551 384.651
0.254785 384.307
0.25502 383.963
0.255254 383.62
0.255489 383.277
0.255723 382.934
0.255957 382.591
0.256192 382.249
0.256426 381.908
0.25666 381.566
0.256895 381.225
0.257129 380.885
0.257364 380.545
0.257598 380.205
0.257832 379.865
0.258067 379.526
0.258301 379.188
0.258536 378.849
0.25877 378.511
0.259004 378.173
0.259239 377.836
0.259473 377.499
0.259708 377.163
0.259942 376.827
0.260176 376.491
0.260411 376.155
0.260645 375.82
0.26088 375.485
0.261114 375.151
0.261348 374.817
0.261583 374.484
0.261817 374.151
0.262052 373.818
0.262286 373.485
0.26252 373.153
0.262755 372.821
0.262989 372.49
0.263223 372.159
0.263458 371.829
0.263692 371.499
0.263927 371.169
0.264161 370.839
0.264395 370.51
0.26463 370.181
0.264864 369.853
0.265099 369.525
0.265333 369.198
0.265567 368.87
0.265802 368.543
0.266036 368.217
0.266271 367.891
0.266505 367.565
0.266739 367.24
0.266974 366.915
0.267208 366.59
0.267443 366.266
0.267677 365.942
0.267911 365.619
0.268146 365.296
0.26838 364.973
0.268615 364.651
0.268849 364.329
0.269083 364.007
0.269318 363.686
0.269552 363.365
0.269786 363.045
0.270021 362.725
0.270255 362.405
0.27049 362.086
0.270724 361.767
0.270958 361.448
0.271193 361.13
0.271427 360.812
0.271662 360.495
0.271896 360.178
0.27213 359.861
0.272365 359.545
0.272599 359.229
0.272834 358.913
0.273068 358.598
0.273302 358.283
0.273537 357.969
0.273771 357.655
0.274006 357.341
0.27424 357.028
0.274474 356.715
0.274709 356.402
